Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
11,14.4561,11.5985,21.1364,15.7988,21.5327,18.5680,22.4041,23.2066,20.3623,14.8820,20.4857,16.0329,21.0061,16.5777,21.3398,15.2388,21.9889,20.3402,21.2401,15.4736,21.1029,15.4754,20.7378,17.5259,21.2198,21.5926,21.6141,15.2763,20.5417,16.1310,21.1430,15.6519,21.0881,15.6670
12,16.8176,12.0334,18.6752,16.0385,21.2774,18.7938,21.8684,23.0951,19.1659,15.2390,19.0701,16.2860,18.6826,16.7532,20.1440,15.6476,20.9816,20.3936,19.0860,15.7747,19.6467,15.8230,21.2713,17.8380,19.8215,21.4450,19.9783,15.6682,18.3616,16.3168,18.5770,15.8957,19.2153,15.9627
13,18.9165,12.5629,18.6746,16.2413,22.9752,19.1155,22.7810,23.0709,18.1151,15.4602,19.5415,16.5364,19.0701,16.9314,18.2751,15.8497,23.0873,20.6008,18.5388,15.9873,18.1998,16.0058,22.1889,18.1727,20.3053,21.3574,18.2490,15.8667,19.1927,16.5381,18.6360,16.1065,18.5032,16.1581
14,17.4936,12.9151,17.0994,16.3026,20.0829,19.1846,18.7754,22.7641,16.8131,15.5569,18.0434,16.6441,17.8285,16.9955,17.1375,15.9417,19.9674,20.5556,17.1160,16.0679,17.1832,16.0899,19.8873,18.2952,19.2952,21.2101,16.9897,15.9469,17.7834,16.6270,17.1000,16.1774,17.1487,16.2289
15,21.4075,13.4812,22.1071,16.6896,25.2579,19.5895,24.6168,22.8876,21.9110,15.9805,23.5101,17.1018,23.2897,17.4151,22.1158,16.3533,25.6869,20.8977,22.0858,16.4691,22.1064,16.4910,25.7725,18.7937,25.4655,21.4938,22.0779,16.3556,23.2297,17.0672,22.0863,16.5714,22.0744,16.6186
16,7.9738,13.1370,6.9115,16.0784,12.2560,19.1311,17.5028,22.5511,8.3074,15.5009,8.1070,16.5396,7.0870,16.7696,8.4108,15.8569,16.0673,20.5958,6.5602,15.8498,8.8829,16.0155,11.8640,18.3606,15.3775,21.1115,8.4775,15.8632,6.8088,16.4260,6.7291,15.9562,8.2266,16.0941
17,6.8462,12.7670,7.0299,15.5462,13.1734,18.7807,22.5312,22.5499,7.1239,15.0081,7.7480,16.0225,6.5400,16.1678,7.1894,15.3470,17.6388,20.4218,6.9878,15.3285,7.4326,15.5106,11.9367,17.9827,20.2757,21.0623,7.4168,15.3664,6.8745,15.8642,7.0397,15.4317,7.1327,15.5670
18,10.2776,12.6287,9.7967,15.2268,13.5796,18.4917,18.1710,22.3066,11.1378,14.7931,10.4170,15.7111,8.8971,15.7639,11.2607,15.1200,14.2467,20.0788,10.5319,15.0620,11.3362,15.2787,13.2494,17.7197,17.0788,20.8410,11.1972,15.1348,9.1831,15.4930,10.8274,15.1759,11.3660,15.3336
19,11.2391,12.5555,16.3590,15.2863,17.9042,18.4608,22.8653,22.3360,14.0530,14.7542,14.5282,15.6488,17.4695,15.8537,14.9764,15.1125,18.6699,20.0046,15.4449,15.0822,15.1171,15.2702,17.1855,17.6916,20.9699,20.8478,14.5441,15.1037,15.6027,15.4988,15.9259,15.2154,15.6511,15.3503
20,11.1911,12.4873,17.4637,15.3952,15.4488,18.3102,24.5532,22.4469,16.3054,14.8317,18.4752,15.7901,18.3367,15.9778,16.3650,15.1751,20.6277,20.0358,16.4197,15.1491,16.2692,15.3201,18.6123,17.7376,23.4911,20.9800,16.3478,15.1659,18.7302,15.6604,16.4982,15.2795,16.3545,15.4005
21,14.2010,12.5689,17.5096,15.4959,20.6192,18.4202,33.3706,22.9671,17.1749,14.9433,18.8283,15.9348,18.2174,16.0845,17.0936,15.2664,30.0770,20.5139,17.8061,15.2756,16.8373,15.3924,19.1237,17.8036,33.2921,21.5663,17.1008,15.2580,18.3197,15.7870,17.6113,15.3906,17.0855,15.4807
22,20.3464,12.9224,21.4935,15.7685,24.7729,18.7089,29.2645,23.2533,16.8636,15.0306,19.2224,16.0842,24.4998,16.4670,18.8782,15.4306,27.1000,20.8133,20.6017,15.5177,20.4694,15.6232,24.1053,18.0901,28.4043,21.8771,17.2301,15.3477,21.8929,16.0645,21.3659,15.6622,20.9485,15.7293
23,15.4054,13.0304,17.4785,15.8429,18.8818,18.7164,23.7345,23.2742,16.6893,15.1027,16.5901,16.1062,18.9627,16.5755,17.5594,15.5232,21.4953,20.8429,17.4168,15.6002,17.6097,15.7095,19.0566,18.1321,22.2737,21.8943,17.4206,15.4378,19.0088,16.1925,17.5169,15.7428,17.5340,15.8077
24,15.6065,13.1377,17.8948,15.9284,24.4632,18.9559,27.0992,23.4336,17.6965,15.2108,22.4255,16.3695,22.2091,16.8102,17.6242,15.6107,28.6883,21.1698,17.8401,15.6936,17.6074,15.7886,26.0908,18.4637,28.6102,22.1742,17.7204,15.5329,22.7597,16.4662,17.7854,15.8279,17.7991,15.8907
25,17.7128,13.3207,23.1930,16.2190,26.3049,19.2498,27.3898,23.5919,21.8717,15.4772,25.3409,16.7284,23.0523,17.0599,21.2784,15.8374,26.6622,21.3895,22.9579,15.9841,22.1575,16.0434,25.6800,18.7524,26.1279,22.3323,21.6775,15.7787,23.0847,16.7309,23.2163,16.1235,22.7835,16.1664
26,17.8755,13.4959,20.5617,16.3860,31.2960,19.7131,34.1633,23.9984,19.2956,15.6241,24.8567,17.0410,23.1839,17.2955,20.6162,16.0212,33.3353,21.8490,19.9573,16.1370,20.6162,16.2192,28.5961,19.1310,33.7851,22.7728,20.1015,15.9449,22.7855,16.9638,20.2070,16.2805,20.5537,16.3352
27,16.9799,13.6250,19.1113,16.4869,23.0247,19.8358,23.7488,23.9892,17.1647,15.6811,21.6065,17.2101,20.9230,17.4298,19.0003,16.1316,23.6751,21.9166,19.2128,16.2509,18.8969,16.3184,22.7952,19.2667,24.2775,22.8285,18.2803,16.0314,20.6738,17.1012,19.2220,16.3895,19.0905,16.4372
28,18.3531,13.7938,21.0946,16.6515,23.7462,19.9755,24.3919,24.0036,18.4863,15.7813,24.4065,17.4671,22.8851,17.6246,19.3565,16.2467,23.5779,21.9759,20.5852,16.4057,19.6628,16.4379,23.6896,19.4246,24.1968,22.8774,18.5695,16.1221,23.7031,17.3370,20.9673,16.5530,20.7672,16.5918
29,19.0363,13.9746,20.4258,16.7816,23.2185,20.0873,25.4311,24.0528,18.9989,15.8923,24.3460,17.7043,22.2196,17.7831,19.0202,16.3424,25.5695,22.0999,19.9128,16.5266,19.0039,16.5263,23.3151,19.5588,25.5155,22.9684,19.0297,16.2224,22.4056,17.5118,20.1530,16.6771,19.6122,16.6960
30,19.6515,14.1638,21.2198,16.9296,23.7744,20.2102,26.0643,24.1199,19.4453,16.0107,24.9291,17.9452,22.9864,17.9565,19.7982,16.4576,26.1442,22.2347,20.5790,16.6617,19.8660,16.6377,23.9595,19.7055,26.1800,23.0754,19.7433,16.3397,23.2212,17.7021,20.9391,16.8192,20.4849,16.8223
