Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF,Avg_DefMean,Avg_BestEnvelope,Avg_Ours_BayF,Avg_Ours_KF
100,29.5198,27.4013,28.4205,26.8955,38.1425,36.3169,38.2651,36.3277
101,29.2937,27.6764,28.3440,26.9792,38.0549,36.2313,38.1669,36.2352
102,30.9924,30.9391,30.3893,28.0889,37.9857,36.1794,38.0906,36.1553
103,30.2223,30.8271,29.6184,28.2126,37.9103,36.1275,38.0084,36.0782
104,30.7520,31.5188,30.6385,28.7992,37.8415,36.0832,37.9375,36.0082
105,33.6071,33.2381,32.6625,30.9531,37.8011,36.0561,37.8873,35.9601
106,38.5367,35.5991,37.5362,33.5823,37.8081,36.0517,37.8840,35.9376
107,37.0461,37.5103,36.8197,36.0312,37.8009,36.0654,37.8740,35.9385
108,41.5101,40.1052,40.7621,39.5927,37.8353,36.1028,37.9008,35.9723
109,32.9168,25.8070,30.1513,39.9619,37.7902,36.0083,37.8297,36.0089
110,34.6425,31.4052,33.7836,39.1862,37.7616,35.9665,37.7929,36.0378
111,39.0408,34.4870,38.1274,38.0686,37.7731,35.9532,37.7959,36.0561
112,35.3800,31.9404,34.3851,38.0633,37.7517,35.9173,37.7655,36.0740
113,35.1021,30.8038,34.8815,38.0034,37.7283,35.8721,37.7399,36.0911
114,38.1442,32.2500,37.7678,39.0457,37.7319,35.8403,37.7402,36.1170
115,36.4454,32.3101,36.7592,37.8546,37.7207,35.8096,37.7316,36.1321
116,34.7165,30.0029,34.7469,36.9820,37.6948,35.7595,37.7059,36.1395
117,35.0008,28.3626,34.2665,37.3101,37.6718,35.6963,37.6765,36.1495
118,45.4580,36.4218,44.2819,42.6297,37.7378,35.7025,37.7325,36.2044
119,46.5032,38.1497,45.8182,43.2790,37.8114,35.7230,37.8004,36.2638
120,40.2484,36.2351,39.2923,42.0222,37.8318,35.7273,37.8129,36.3118
121,39.6125,36.7475,38.8487,40.9901,37.8465,35.7357,37.8214,36.3505
122,46.5032,42.2526,44.5076,40.9712,37.9174,35.7892,37.8762,36.3884
123,56.3028,51.9039,55.1776,44.1046,38.0669,35.9202,38.0169,36.4511
124,66.2776,59.3732,65.0602,48.8521,38.2944,36.1093,38.2350,36.5511
125,56.7467,47.2957,55.1519,50.0013,38.4420,36.1988,38.3703,36.6587
126,58.8484,47.4945,55.9810,55.1956,38.6040,36.2884,38.5101,36.8058
127,60.5617,48.8034,57.9242,57.8781,38.7769,36.3870,38.6630,36.9718
128,54.5556,50.3410,52.5147,58.6255,38.9001,36.4960,38.7712,37.1409
129,52.4221,50.0220,51.3789,54.3834,39.0050,36.6009,38.8689,37.2746
130,53.7030,51.4968,52.5333,51.1487,39.1180,36.7154,38.9740,37.3813
131,61.3877,58.7103,59.8867,53.3521,39.2880,36.8833,39.1337,37.5032
132,69.3586,64.8384,67.2403,56.0309,39.5158,37.0951,39.3466,37.6436
133,72.7299,68.2532,70.2921,58.2770,39.7656,37.3294,39.5793,37.7987
134,58.8705,54.2625,56.5147,59.6053,39.9081,37.4558,39.7057,37.9615
135,61.2233,54.3711,57.6763,63.2984,40.0660,37.5811,39.8388,38.1491
136,67.1775,63.6983,64.7532,65.7816,40.2654,37.7731,40.0220,38.3523
137,70.6489,66.5034,68.3288,66.0506,40.4872,37.9828,40.2286,38.5545
138,68.3674,64.1577,65.4007,67.5567,40.6892,38.1725,40.4110,38.7647
139,70.7874,66.1838,67.4357,69.1340,40.9057,38.3740,40.6054,38.9831
140,84.8640,84.6647,83.6806,70.7878,41.2197,38.7046,40.9131,39.2103
141,66.1584,65.6227,65.7624,66.6000,41.3966,38.8956,41.0893,39.4046
142,64.4851,58.5749,62.9996,63.7861,41.5592,39.0341,41.2436,39.5763
143,65.6185,60.5985,64.0780,65.2836,41.7274,39.1849,41.4033,39.7560
144,66.0674,56.1057,58.7953,66.1248,41.8964,39.3024,41.5241,39.9392
145,69.2538,55.7481,63.7865,66.1313,42.0851,39.4159,41.6776,40.1198
146,65.9059,54.9498,63.1705,63.9790,42.2483,39.5223,41.8248,40.2832
147,65.1421,44.9835,51.9368,57.8448,42.4040,39.5594,41.8936,40.4027
148,61.4370,41.7241,48.9295,57.0587,42.5326,39.5740,41.9412,40.5152
149,56.0433,41.1113,49.3518,55.4838,42.6233,39.5844,41.9909,40.6157
150,64.1964,66.7758,66.9911,57.3388,42.7671,39.7656,42.1576,40.7272
151,58.6458,62.5187,63.7040,54.9654,42.8723,39.9163,42.3002,40.8215
152,57.1990,61.3695,64.2504,56.3014,42.9665,40.0575,42.4447,40.9233
153,56.2510,60.4957,63.0998,58.4639,43.0534,40.1910,42.5797,41.0379
154,25.2922,14.6057,16.8800,39.1819,42.9380,40.0249,42.4128,41.0259
155,26.0128,16.2453,16.8743,29.4675,42.8288,39.8715,42.2480,40.9513
156,26.0419,16.1964,16.8651,24.9801,42.7212,39.7197,42.0853,40.8489
157,25.3398,16.5619,16.8318,23.2578,42.6105,39.5722,41.9245,40.7369
158,27.5084,16.6500,16.5353,20.9767,42.5149,39.4271,41.7638,40.6118
159,29.6163,18.6211,17.6729,21.4448,42.4338,39.2963,41.6122,40.4913
160,29.6163,18.6211,17.8899,21.4984,42.3537,39.1671,41.4640,40.3726
161,30.2780,18.8397,17.9853,19.4147,42.2787,39.0408,41.3182,40.2424
162,30.5668,19.2357,17.6396,18.5759,42.2064,38.9186,41.1720,40.1087
163,33.5196,20.7484,19.6997,18.8204,42.1531,38.8071,41.0403,39.9781
164,33.4655,20.3223,19.7912,18.2614,42.1001,38.6944,40.9107,39.8456
165,30.0445,17.8831,17.3516,18.2701,42.0271,38.5682,40.7679,39.7149
166,32.5938,18.5563,17.6202,18.3795,41.9702,38.4477,40.6285,39.5864
167,33.6321,19.6034,19.1294,21.0343,41.9203,38.3348,40.4997,39.4753
168,34.7506,20.2999,18.1853,21.2497,41.8776,38.2275,40.3669,39.3668
169,35.1456,21.1946,19.0852,22.1993,41.8378,38.1267,40.2410,39.2652
170,30.7709,19.3968,19.2764,23.7443,41.7727,38.0165,40.1177,39.1739
171,30.7709,19.3968,19.0512,23.6450,41.7084,37.9076,39.9945,39.0831
172,31.3010,18.7681,18.1423,21.6995,41.6478,37.7964,39.8674,38.9820
173,35.2656,21.0903,19.5569,20.9712,41.6110,37.6998,39.7500,38.8779
174,33.6526,19.9722,19.3399,20.2769,41.5652,37.5979,39.6327,38.7710
175,34.8063,20.1355,19.9117,19.3725,41.5266,37.4981,39.5200,38.6602
176,34.2052,19.4582,19.6680,19.1789,41.4850,37.3956,39.4072,38.5495
177,34.5728,20.6895,20.2444,19.9646,41.4459,37.3012,39.2990,38.4445
178,35.0373,20.6600,21.0284,19.8504,41.4099,37.2078,39.1963,38.3400
179,34.6838,21.9482,22.8162,21.1757,41.3724,37.1225,39.1048,38.2441
180,35.0879,21.6942,22.8862,21.8722,41.3375,37.0368,39.0147,38.1532
181,33.0528,18.7807,21.8439,20.8354,41.2917,36.9359,38.9198,38.0575
182,32.6791,17.4938,22.5193,20.7486,41.2444,36.8291,38.8297,37.9624
183,33.2736,19.4480,21.1174,19.9256,41.2008,36.7341,38.7329,37.8638
184,32.3876,20.1031,21.4417,19.8007,41.1529,36.6437,38.6390,37.7657
185,38.1855,25.7262,29.4656,20.2883,41.1369,36.5847,38.5894,37.6712
186,37.6267,27.7306,30.1239,20.7939,41.1180,36.5371,38.5439,37.5804
187,48.8058,28.0777,33.8283,21.4306,41.1591,36.4919,38.5186,37.4941
188,52.7584,40.8687,44.4308,24.9634,41.2208,36.5152,38.5501,37.4274
189,60.1754,53.6275,57.5654,32.1046,41.3211,36.6057,38.6507,37.3993
190,60.4481,58.3198,60.6141,39.7592,41.4218,36.7200,38.7663,37.4117
191,69.5479,66.5729,65.9288,49.5325,41.5690,36.8763,38.9085,37.4751
192,69.1380,68.4995,68.7098,63.0643,41.7126,37.0410,39.0637,37.6084
193,49.1612,41.2749,44.3374,58.4278,41.7512,37.0629,39.0911,37.7163
194,53.8161,43.9088,46.7317,57.3469,41.8134,37.0982,39.1304,37.8175
195,46.0455,34.6842,39.5671,50.3211,41.8351,37.0858,39.1327,37.8816
196,48.4014,43.5785,46.2360,44.0450,41.8686,37.1190,39.1689,37.9131
197,35.2895,36.6740,35.8594,35.5770,41.8352,37.1167,39.1521,37.9012
198,36.9866,37.4513,38.0552,31.8318,41.8107,37.1184,39.1466,37.8705
199,33.7119,33.4017,35.4719,32.1363,41.7700,37.0997,39.1281,37.8417
200,35.9944,36.1130,35.9673,33.1173,41.7411,37.0948,39.1123,37.8181
201,44.8023,44.6829,44.7937,34.2260,41.7564,37.1325,39.1406,37.8002
202,39.6133,41.9458,41.2678,33.9150,41.7458,37.1564,39.1511,37.7810
203,35.0206,32.6084,33.5115,35.2860,41.7126,37.1340,39.1233,37.7687
204,35.5185,32.6031,33.3626,35.4624,41.6823,37.1118,39.0951,37.7574
205,26.6302,25.4482,25.5129,31.3495,41.6088,37.0549,39.0288,37.7261
206,21.2164,20.0831,20.1312,25.8439,41.5098,36.9725,38.9371,37.6685
207,23.1808,21.1296,21.2055,22.8802,41.4213,36.8959,38.8514,37.5970
208,23.2862,21.2646,21.3383,21.1062,41.3341,36.8208,38.7672,37.5177
209,25.9532,20.3468,21.0856,23.4627,41.2605,36.7420,38.6826,37.4505
210,27.3085,16.1970,18.2197,21.3669,41.1941,36.6441,38.5852,37.3739
211,29.1809,23.5113,24.9628,18.9331,41.1371,36.5819,38.5206,37.2865
212,32.7236,18.0837,21.5115,18.4276,41.0975,36.4946,38.4404,37.1975
213,36.8801,19.9189,24.7498,18.9552,41.0777,36.4168,38.3761,37.1119
214,42.2546,21.5559,27.5578,20.4925,41.0832,36.3474,38.3256,37.0342
215,46.1521,23.4731,33.6014,21.1836,41.1067,36.2875,38.3036,36.9605
216,43.4006,22.3277,33.0914,26.0171,41.1174,36.2229,38.2795,36.9099
217,19.7212,18.7730,19.3485,26.1737,41.0188,36.1424,38.1922,36.8604
218,20.6849,19.3650,20.3777,27.6965,40.9255,36.0655,38.1105,36.8183
219,19.9499,18.3554,19.3932,19.5453,40.8297,35.9846,38.0250,36.7395
220,21.9949,19.9889,21.8051,20.8538,40.7441,35.9119,37.9513,36.6673
221,21.4033,19.4014,21.3558,20.7643,40.6566,35.8372,37.8762,36.5953
222,21.3668,19.4877,21.2905,20.9620,40.5697,35.7636,37.8015,36.5249
223,19.3621,17.8527,19.3389,19.2147,40.4746,35.6832,37.7187,36.4473
224,18.9267,17.3308,19.2498,18.8183,40.3784,35.6013,37.6363,36.3686
225,18.9499,17.5012,19.5730,18.8181,40.2831,35.5209,37.5560,36.2906
226,19.6824,18.5192,20.1043,19.3771,40.1920,35.4456,37.4788,36.2157
227,20.0253,18.7425,20.4797,19.6525,40.1032,35.3721,37.4039,36.1427
228,21.9532,19.7360,21.8751,20.3978,40.0235,35.3035,37.3358,36.0737
229,21.8401,15.1571,17.3692,17.3883,39.9441,35.2155,37.2486,35.9921
230,22.1722,13.7037,15.8951,15.5426,39.8669,35.1220,37.1557,35.9032
231,21.7207,19.6873,18.3869,19.6378,39.7883,35.0552,37.0745,35.8328
232,20.7996,18.1183,18.9919,23.1393,39.7065,34.9821,36.9966,35.7781
233,20.3433,17.4437,18.3853,23.0887,39.6234,34.9069,36.9167,35.7236
234,16.2052,11.6874,13.1704,22.3695,39.5233,34.8076,36.8152,35.6665
235,16.3345,11.1573,13.9939,20.8863,39.4246,34.7070,36.7181,35.6036
236,16.9311,11.6633,14.8843,20.3905,39.3293,34.6094,36.6256,35.5392
237,16.2739,11.9401,21.9088,21.1017,39.2320,34.5137,36.5635,35.4783
238,16.2091,12.1278,21.7530,21.4253,39.1353,34.4197,36.5012,35.4192
239,16.1846,12.1082,21.7263,21.9600,39.0393,34.3263,36.4394,35.3629
240,15.7206,12.2870,15.9843,23.5099,38.9421,34.2345,36.3542,35.3135
241,15.5925,13.0539,17.4147,23.8823,38.8452,34.1466,36.2756,35.2661
242,15.9874,17.3271,22.9049,24.8865,38.7508,34.0771,36.2204,35.2232
243,16.4068,19.9691,24.5973,26.3372,38.6588,34.0190,36.1725,35.1866
244,16.3799,19.4793,26.3361,26.9460,38.5675,33.9594,36.1322,35.1528
245,16.1737,19.4545,24.7303,27.4733,38.4761,33.9002,36.0857,35.1215
246,16.0355,20.3644,25.8527,28.5233,38.3849,33.8452,36.0441,35.0947
247,15.9108,20.4156,27.0804,29.1497,38.2939,33.7908,36.0078,35.0706
248,15.9699,16.8729,22.3389,29.6676,38.2039,33.7226,35.9527,35.0488
249,15.9648,23.0480,23.1056,29.3066,38.1146,33.6798,35.9011,35.0258
250,14.6745,19.3269,23.2012,31.6891,38.0208,33.6223,35.8503,35.0124
251,13.5837,19.1501,23.5714,32.7169,37.9234,33.5647,35.8014,35.0033
252,12.8729,18.4149,24.1682,33.4795,37.8240,33.5046,35.7552,34.9972
253,12.8594,18.8128,24.9583,35.1067,37.7254,33.4465,35.7125,34.9977
254,13.1326,19.9038,26.4699,38.8636,37.6285,33.3932,35.6761,35.0129
255,14.5567,21.4514,23.7711,40.5285,37.5381,33.3463,35.6294,35.0345
256,10.9745,22.1697,29.9887,40.3428,37.4343,33.3027,35.6074,35.0552
257,14.0781,45.1698,52.5835,47.9852,37.3434,33.3489,35.6735,35.1056
258,17.2196,60.3739,61.2963,56.0623,37.2654,33.4536,35.7728,35.1868
259,45.1595,68.0392,69.2140,62.4571,37.2959,33.5871,35.9019,35.2921
260,46.5219,79.0068,82.7796,76.0163,37.3314,33.7618,36.0822,35.4487
261,64.3655,87.2895,89.9074,86.7560,37.4350,33.9669,36.2884,35.6453
262,63.0163,83.5961,95.5438,97.1984,37.5326,34.1563,36.5146,35.8802
263,51.2352,77.8592,79.4257,91.9283,37.5847,34.3225,36.6777,36.0933
264,51.9190,79.1150,80.8825,85.6430,37.6390,34.4922,36.8452,36.2810
265,53.3473,76.8347,80.8976,78.2582,37.6983,34.6520,37.0114,36.4394
266,58.2848,90.4909,94.9585,83.1098,37.7757,34.8619,37.2293,36.6149
267,57.8865,80.7928,83.2569,84.8728,37.8510,35.0339,37.4017,36.7956
268,57.1814,78.4149,80.6952,83.1591,37.9231,35.1958,37.5632,36.9686
269,57.8783,79.2857,81.2259,84.9580,37.9973,35.3597,37.7255,37.1470
270,57.8924,77.5426,81.4890,85.3947,38.0710,35.5159,37.8876,37.3257
271,57.1422,76.0665,79.9432,83.0956,38.1414,35.6656,38.0428,37.4946
272,56.5832,75.5628,79.4124,83.0082,38.2092,35.8122,38.1949,37.6619
273,58.5501,77.0929,81.5349,83.1788,38.2837,35.9634,38.3536,37.8287
274,57.6020,70.2929,78.6393,80.9110,38.3542,36.0887,38.5007,37.9859
275,59.1300,71.5009,79.9056,81.2338,38.4297,36.2175,38.6512,38.1432
276,58.9845,72.3407,80.1273,80.7863,38.5042,36.3484,38.8015,38.2977
277,60.4398,72.3505,80.5324,80.8356,38.5834,36.4784,38.9522,38.4512
278,61.0187,77.8768,83.7111,80.8053,38.6641,36.6273,39.1132,38.6036
279,61.2738,76.2059,81.1602,78.7005,38.7451,36.7691,39.2639,38.7473
280,60.0495,72.7043,80.6897,79.5960,38.8212,36.8975,39.4118,38.8932
281,60.5821,71.0436,77.2139,78.9843,38.8987,37.0190,39.5463,39.0359
282,59.0338,54.0412,59.7077,73.0006,38.9701,37.0794,39.6178,39.1563
283,59.0338,54.0412,59.7077,67.5927,39.0409,37.1393,39.6888,39.2568
284,57.0718,36.8073,45.9212,60.1029,39.1044,37.1381,39.7108,39.3302
285,61.9782,42.1166,49.1709,54.9290,39.1847,37.1556,39.7440,39.3849
286,53.3480,35.3863,42.3438,48.2058,39.2342,37.1494,39.7531,39.4158
287,52.2394,46.4688,49.1873,44.6441,39.2795,37.1819,39.7859,39.4340
288,47.1557,35.6644,38.5198,42.2520,39.3069,37.1766,39.7815,39.4438
289,52.9511,29.7778,46.0646,47.1415,39.3541,37.1510,39.8033,39.4704
290,37.6615,25.6838,28.5086,42.7422,39.3483,37.1115,39.7643,39.4817
291,51.1821,45.7679,46.4147,45.7238,39.3889,37.1412,39.7872,39.5031
292,31.3314,29.4963,30.5866,34.7773,39.3613,37.1150,39.7557,39.4869
293,16.4750,16.1421,17.4557,15.4691,39.2832,37.0434,39.6796,39.4050
294,12.8441,12.9865,13.1026,13.1744,39.1933,36.9616,39.5892,39.3158
295,25.1120,27.1418,27.8967,13.6041,39.1456,36.9283,39.5495,39.2286
296,16.8067,12.9134,13.1830,13.6089,39.0701,36.8472,39.4604,39.1420
297,15.2713,15.3070,15.9987,14.7318,38.9900,36.7747,39.3815,39.0599
298,12.3642,12.2068,12.6435,11.8525,38.9006,36.6922,39.2917,38.9686
299,13.3026,13.8326,14.6057,12.4020,38.8150,36.6158,39.2092,38.8797
300,12.2213,11.2071,12.5884,11.9945,38.7264,36.5311,39.1204,38.7901
301,13.0124,10.4590,13.9044,10.6002,38.6409,36.4445,39.0367,38.6964
302,14.0826,11.7225,13.8290,9.3388,38.5596,36.3626,38.9532,38.5992
303,14.3718,11.7648,14.1347,10.8485,38.4798,36.2814,38.8713,38.5076
304,14.0861,11.6424,13.8589,11.8379,38.3995,36.2004,38.7890,38.4199
305,15.3059,13.0102,14.3653,12.5895,38.3238,36.1243,38.7089,38.3352
306,16.6067,13.8142,15.4356,11.3128,38.2528,36.0514,38.6329,38.2469
