Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
110,29.8242,19.6106,18.8286,21.7882
111,32.0236,20.2601,19.5724,22.5381
112,31.5949,21.8311,20.6062,23.3850
113,31.8348,22.2820,22.4140,23.7951
114,30.2668,24.3609,21.4356,23.6457
115,27.6296,20.1382,17.8753,22.2382
116,33.1831,23.7710,22.7793,22.3281
117,57.1288,53.9104,54.9053,24.1838
118,63.1426,61.1160,60.2627,27.8109
119,73.3033,68.9383,70.6583,40.3103
120,67.7504,70.9375,70.2243,52.7201
121,35.2831,36.8004,35.7977,52.8871
122,42.6653,39.8066,38.4803,37.7088
123,42.8535,38.9618,41.4605,37.7636
124,38.8357,36.0907,39.3262,36.4094
125,35.3006,32.1503,35.6215,38.1000
126,34.6967,27.7074,29.7054,34.4970
127,34.0731,27.6460,31.2074,32.8538
128,35.2699,33.1799,34.9269,33.0035
129,34.4600,30.6894,32.2838,30.6394
130,37.5142,32.0633,33.2186,31.2150
131,39.6627,33.1672,35.9923,33.7604
132,33.5966,33.4033,33.5410,34.3852
133,33.8866,33.6954,33.8346,33.5996
134,34.5291,33.7798,34.1567,33.0080
135,33.6937,32.7408,33.1302,32.1284
136,31.6277,31.4704,31.3141,31.7046
137,31.7258,31.3954,31.2408,32.7037
138,31.0068,30.7203,30.5588,32.9121
139,31.2498,31.0602,30.9788,32.7261
140,30.6581,30.3802,30.2451,31.5676
141,30.6525,30.4148,30.2364,31.3798
142,29.7466,28.9760,29.1880,30.3523
143,37.3937,30.8052,35.7969,27.8416
144,25.4393,25.0581,26.1399,20.0328
145,23.2192,23.5199,23.9106,19.5137
146,23.8808,23.6783,24.0352,20.8993
147,23.7148,23.5955,24.0094,22.8906
148,23.7148,23.5955,24.0094,23.9151
149,24.8714,23.1838,24.1901,24.1096
150,26.6667,24.7739,25.2392,24.2256
151,23.4350,21.8079,21.8829,22.5614
152,21.8604,20.4757,21.6372,21.9867
153,22.2121,17.4026,19.0683,19.9552
154,22.9799,17.3129,18.7661,18.7460
155,21.9177,17.7335,18.2787,18.5744
156,16.9385,16.1802,19.3297,22.3346
157,16.3145,19.3829,22.9780,24.7583
158,27.0208,23.0179,24.7220,24.6191
159,27.4462,25.2171,26.7617,25.9938
160,11.8602,22.2280,23.0509,25.2942
161,12.0306,24.5521,25.6518,27.6095
162,14.4625,25.0254,28.9334,32.6959
163,13.7158,32.2588,35.9695,35.7089
164,13.1500,28.2770,32.1728,35.5135
165,12.6946,29.2537,33.3204,36.3190
166,12.1470,29.4352,34.5521,37.3970
167,14.4571,35.0446,39.8441,40.7694
168,15.5623,46.0487,50.6646,51.2383
169,17.1631,51.8677,57.8014,58.0481
170,29.2937,74.7190,77.5664,68.6589
171,37.6443,77.5514,82.2262,75.2380
172,38.7475,78.8738,85.9137,81.0349
173,41.9790,86.4966,92.3124,88.4910
174,48.4789,87.5481,97.3080,96.9035
175,50.1271,86.8733,98.0447,98.6726
176,56.1428,86.5651,98.3711,98.4879
177,56.6471,74.4622,84.9376,94.3400
178,63.0194,72.2271,85.8757,89.1958
179,65.0456,72.7475,85.8023,86.3852
180,64.4228,64.9506,74.3227,80.5366
181,45.3707,36.5883,40.1602,64.3659
182,47.2275,39.1958,42.0313,53.9525
183,45.9125,38.2896,40.8868,46.2408
184,59.6541,38.9317,43.5151,43.9499
185,50.0235,33.5353,34.2885,39.3636
186,56.5386,39.7456,49.0534,40.4973
187,53.5501,14.9701,24.7248,37.5671
188,28.3351,29.5322,29.0434,36.7179
189,29.8092,29.9059,29.8173,33.3995
190,39.1892,37.0743,39.8637,35.4737
191,34.8044,33.7862,37.5204,15.0327
192,17.7442,17.5697,17.6022,13.9802
193,18.6887,18.5642,18.6051,14.8447
194,19.9457,19.8174,19.8495,17.0488
195,19.7083,19.7168,19.7168,17.1871
196,21.8842,21.8842,21.8842,21.2261
197,23.8587,23.8587,23.8587,23.8981
198,25.2385,25.2380,25.2380,25.3514
199,25.3860,25.3855,25.3855,25.4730
200,29.6345,29.0637,29.2035,29.9494
201,35.7901,35.7877,35.7879,35.6581
202,37.6324,37.5999,37.6003,37.9683
203,47.2045,47.2045,47.2045,46.6653
204,37.8838,37.8837,37.8837,38.5814
205,39.7077,39.7077,39.7077,40.2139
206,34.1310,34.1310,34.1310,35.1010
207,32.0221,32.0221,32.0221,32.7768
