Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
55,36.7423,31.9639,35.2102,33.3638
56,26.9304,24.3551,25.1161,25.7608
57,26.8899,24.1307,25.0592,25.9381
58,28.3603,23.1019,25.5863,26.2636
59,29.2165,23.8171,26.3513,26.6321
60,25.8131,23.2653,23.7572,25.2082
61,24.4123,23.3642,23.3051,25.1980
62,25.9482,23.5299,24.0333,25.4963
63,26.0479,23.2308,23.7843,25.2283
64,25.7952,22.3620,23.2430,24.1874
65,21.5124,19.3087,20.8062,23.0822
66,24.9558,21.0636,22.6439,21.5244
67,24.9026,20.9521,24.9066,22.1190
68,23.6148,20.5023,23.6146,20.2959
69,15.5779,15.3403,15.5967,13.0695
70,24.2072,19.7291,24.5941,12.7868
71,24.3602,24.2397,24.4141,15.7648
72,13.0711,12.7246,13.1808,14.4278
73,14.0755,13.8501,14.1349,14.4224
74,14.3697,14.1786,14.4811,13.6758
75,13.9784,13.6633,14.0242,13.7889
76,13.7785,13.4555,13.8919,13.5301
77,13.4295,13.1359,13.5346,13.3561
78,13.9476,13.6512,13.9713,13.4390
79,11.7432,11.5876,11.7530,11.6688
80,9.9951,9.5701,10.0860,10.5787
81,9.4962,9.0384,9.5974,10.3181
82,8.6965,8.5652,8.7451,9.2376
83,7.5008,7.4147,7.5194,8.1824
84,7.1223,7.0078,7.1638,7.2334
85,9.7736,9.6919,9.7613,7.7501
86,9.9150,9.8682,9.9014,8.1057
87,9.9807,9.9169,9.9587,8.6378
88,10.0899,9.9894,10.0696,9.3539
89,8.1891,8.0938,8.1786,7.5351
90,5.8641,5.7122,5.8624,6.0741
91,4.4411,4.4063,4.4507,4.4154
92,4.5140,4.3306,4.4989,4.3671
93,4.8800,4.5745,4.8590,4.9453
94,5.6220,5.1175,5.5796,4.4217
95,6.1129,5.5456,6.0752,5.4100
96,5.5452,4.4124,5.5822,4.2411
97,5.2582,4.2802,5.2984,4.1940
98,4.1755,3.0668,4.2075,4.3867
99,3.9313,3.3574,3.9336,3.7112
100,3.8913,3.3872,3.8932,3.7732
101,7.2194,6.1546,7.2644,8.3208
102,11.6843,11.3906,11.6895,11.6993
103,20.8893,20.6672,20.8911,20.8424
104,20.9590,20.7391,20.9596,20.9881
105,20.9502,20.7236,20.9509,20.9706
106,20.6522,20.4524,20.6534,20.6919
107,20.6939,20.5320,20.6953,20.7194
108,20.9449,20.7236,20.9463,20.8595
109,20.8962,20.6658,20.8977,20.8569
110,20.9315,20.7261,20.9325,20.9038
111,20.7520,20.5265,20.7521,20.7474
112,21.3925,21.1365,21.3967,21.1872
113,21.3936,21.0512,21.3947,21.2009
114,21.3293,20.9470,21.3309,21.2102
115,21.1826,20.8554,21.1825,21.0887
116,21.1827,20.8753,21.1828,21.1212
117,21.1731,20.8688,21.1732,21.1132
118,21.2284,20.9493,21.2286,21.1194
119,20.8394,20.3733,20.8394,21.0545
120,21.1061,20.7163,21.1115,21.1264
121,21.1414,20.7321,21.1456,21.0571
122,21.5530,21.1624,21.5528,21.5163
123,21.4691,21.0994,21.4689,21.4221
124,21.6590,21.1314,21.6591,21.5356
125,21.8002,21.4459,21.7995,21.6290
126,22.3410,22.1245,22.3410,21.6311
127,21.2962,21.1547,21.2962,21.5056
128,25.6242,25.3280,25.6242,26.0060
