Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
11,22.3297,14.4550,24.3832,17.2471,23.7505,21.5388,27.4345,22.8525,23.1546,16.5424,21.6795,18.5746,24.3126,18.7098,23.2165,16.6400,27.8349,22.1334,23.6692,16.7821,23.6730,16.9389,23.3596,20.3046,28.3362,21.4181,23.1329,16.5429,23.8002,18.5240,24.2150,16.9697,24.5504,16.9775
12,21.6895,15.0578,27.6636,18.1152,25.3050,21.8526,27.4870,23.2388,27.7821,17.4791,26.7775,19.2582,26.9849,19.3994,27.8468,17.5739,27.4897,22.5797,27.7537,17.6964,27.2888,17.8014,25.3301,20.7234,28.1987,21.9831,28.0054,17.4981,27.2519,19.2513,27.6482,17.8596,27.4027,17.8463
13,20.2087,15.4541,24.7782,18.6277,24.6190,22.0654,25.8546,23.4400,23.6506,17.9538,24.3915,19.6531,25.0105,19.8310,23.8628,18.0576,24.7516,22.7468,23.9776,18.1796,23.9219,18.2722,25.3884,21.0822,26.4022,22.3230,23.7555,17.9794,25.2766,19.7148,24.5040,18.3707,24.0816,18.3259
14,16.1437,15.5033,15.7044,18.4189,14.7602,21.5436,14.8291,22.8249,17.7885,17.9420,15.4330,19.3516,15.9756,19.5556,17.8519,18.0430,13.8347,22.1102,17.8176,18.1537,15.8749,18.1010,15.1720,20.6600,15.2723,21.8194,18.0461,17.9842,15.0770,19.3835,17.0480,18.2762,15.7237,18.1401
15,15.0634,15.4740,13.6183,18.0989,9.8640,20.7650,8.6262,21.8783,15.5803,17.7846,12.0258,18.8632,12.1076,19.0591,14.9781,17.8386,9.0597,21.2402,14.5619,17.9143,14.7770,17.8794,11.1798,20.0280,8.9842,20.9637,15.4694,17.8165,12.1704,18.9027,14.0756,17.9962,14.2457,17.8804
16,14.1806,15.3932,13.6183,17.8188,9.8640,20.0837,8.6262,21.0501,15.5803,17.6468,12.0258,18.4359,12.1076,18.6246,14.9781,17.6598,9.0597,20.4789,14.5619,17.7047,14.7770,17.6855,11.1798,19.4750,8.9842,20.2150,15.4694,17.6698,12.1704,18.4819,14.0756,17.7512,14.2457,17.6533
17,13.6414,15.2901,12.9149,17.5304,7.9473,19.3697,11.8423,20.5084,15.6388,17.5287,10.1966,17.9512,9.3359,18.0782,14.6119,17.4806,8.2334,19.7586,14.0680,17.4908,14.4286,17.4939,8.6955,18.8409,11.3336,19.6926,15.3264,17.5320,9.7629,17.9690,13.6570,17.5103,13.7916,17.4261
18,5.0936,14.7236,1.6764,16.6496,2.1680,18.4141,1.7862,19.4683,0.9853,16.6096,1.9335,17.0614,1.7162,17.1692,1.3122,16.5823,1.9602,18.7698,1.5144,16.6032,1.4072,16.6002,2.0820,17.9099,1.7335,18.6949,1.0874,16.6184,1.8223,17.0720,1.6239,16.6277,1.5478,16.5440
19,4.1354,14.1664,3.7726,15.9719,3.9732,17.6540,3.6592,18.6363,3.0385,15.8953,3.8666,16.3669,3.7501,16.4630,3.6360,15.9009,3.9536,17.9900,3.6500,15.9215,3.6893,15.9207,3.9403,17.1746,3.6948,17.9054,3.4330,15.9244,3.8268,16.3749,3.7417,15.9495,3.7382,15.8700
20,19.1773,14.4169,19.0015,16.1233,18.7514,17.7089,18.8197,18.6454,19.8776,16.0944,18.7812,16.4876,18.8390,16.5818,19.5601,16.0839,18.7603,18.0285,19.3044,16.0906,19.3949,16.0944,18.7476,17.2533,18.7644,17.9483,19.8134,16.1189,18.8151,16.4969,19.1125,16.1077,19.1579,16.0344
21,19.1206,14.6409,19.0723,16.2638,18.6682,17.7546,18.7506,18.6504,19.8608,16.2738,18.7355,16.5947,18.8432,16.6894,19.6440,16.2534,18.6790,18.0595,19.4113,16.2488,19.5095,16.2570,18.6714,17.3208,18.7095,17.9846,19.7896,16.2937,18.7948,16.6063,19.2057,16.2552,19.2668,16.1883
22,18.9798,14.8381,18.9073,16.3839,18.5067,17.7888,18.5885,18.6476,19.6889,16.4290,18.5735,16.6846,18.6802,16.7799,19.4740,16.3998,18.5174,18.0803,19.2433,16.3849,19.3407,16.3972,18.5099,17.3749,18.5477,18.0102,19.6184,16.4448,18.6323,16.6984,19.0396,16.3818,19.1001,16.3207
23,17.6180,14.9590,17.5421,16.4343,17.2246,17.7643,17.2895,18.5886,18.1560,16.5041,17.2775,16.7104,17.3629,16.8053,17.9882,16.4689,17.2332,18.0435,17.8057,16.4466,17.8841,16.4618,17.2271,17.3684,17.2576,17.9775,18.1021,16.5168,17.3245,16.7256,17.6459,16.4367,17.6947,16.3804
24,17.9566,15.0839,17.7414,16.4887,17.5921,17.7571,17.6234,18.5484,18.4291,16.5843,17.6089,16.7478,17.6512,16.8405,18.0934,16.5366,17.5960,18.0248,17.9191,16.5080,17.9751,16.5249,17.5926,17.3778,17.6047,17.9619,18.3230,16.5921,17.6299,16.7633,17.8048,16.4937,17.8333,16.4410
25,22.8177,15.3932,22.7031,16.7373,22.5899,17.9504,22.6111,18.7109,23.1363,16.8464,22.6037,16.9821,22.6369,17.0724,22.9365,16.7926,22.5925,18.2075,22.8248,16.7607,22.8612,16.7783,22.5906,17.5863,22.6013,18.1475,23.0759,16.8515,22.6211,16.9976,22.7469,16.7439,22.7669,16.6940
26,28.6938,15.9048,28.7587,17.1997,28.7870,18.3672,28.9714,19.1055,29.0416,17.3154,28.5351,17.4264,28.7434,17.5213,28.9299,17.2594,28.8075,18.6152,28.8251,17.2247,28.9249,17.2455,28.6390,18.0114,28.8538,18.5593,29.0120,17.3192,28.6375,17.4453,28.7797,17.2068,28.8446,17.1613
27,27.8569,16.3475,27.8696,17.5949,27.9440,18.7219,27.7530,19.4258,27.7873,17.7033,28.1612,17.8240,27.8793,17.9049,27.7471,17.6478,27.8350,18.9567,27.8114,17.6168,27.7526,17.6347,28.1864,18.3882,27.7714,18.9005,27.7521,17.7056,27.9946,17.8360,27.8489,17.6009,27.7706,17.5543
28,24.1398,16.6258,24.1572,17.8292,24.2201,18.9182,24.0584,19.5912,24.0875,17.9313,24.4033,18.0590,24.1651,18.1285,24.0535,17.8766,24.1279,19.1414,24.1080,17.8486,24.0582,17.8641,24.4250,18.6038,24.0741,19.0852,24.0576,17.9324,24.2627,18.0655,24.1397,17.8345,24.0734,17.7871
29,23.0857,16.8485,23.1076,18.0112,23.1677,19.0648,23.0225,19.7095,23.0421,18.1075,23.3413,18.2411,23.1149,18.3004,23.0097,18.0536,23.0797,19.2772,23.0614,18.0284,23.0140,18.0417,23.3627,18.7679,23.0291,19.2212,23.0135,18.1076,23.2072,18.2428,23.0912,18.0157,23.0286,17.9678
30,22.5997,17.0402,21.4267,18.1251,21.9059,19.1595,20.9260,19.7501,19.8769,18.1665,21.9078,18.3633,21.4722,18.4062,20.6018,18.1385,21.6140,19.3551,21.0870,18.1303,20.8274,18.1345,22.0999,18.8790,21.1812,19.2866,20.0172,18.1713,21.6940,18.3579,21.3317,18.1263,21.2394,18.0769
31,24.2153,17.2717,24.7516,18.3388,25.2397,19.3556,24.2631,19.8957,23.9265,18.3523,25.3394,18.5884,24.7280,18.6101,24.4747,18.3429,25.0192,19.5378,24.6449,18.3405,24.4483,18.3382,25.4113,19.0897,24.5177,19.4553,24.2237,18.3665,25.0161,18.5727,24.7161,18.3388,24.6244,18.2881
32,22.2317,17.4267,29.4246,18.6853,23.7022,19.4914,21.9784,19.9608,26.3981,18.6038,29.2798,18.9225,28.4643,18.9180,29.3495,18.6869,23.6382,19.6659,29.4818,18.6886,29.3081,18.6810,27.0405,19.3382,24.9110,19.6258,28.0612,18.6695,28.9165,18.8959,29.4822,18.6871,29.4143,18.6358
