Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
78,20.3033,18.6352,20.9296,21.5869,17.1924,22.8338,22.3472,25.9773,20.3007,20.8552,20.5231,21.8974,21.2836,21.6998,20.4510,21.0753,18.8982,23.5016,20.5127,21.3838,21.2630,21.1150,18.3208,22.3643,22.9746,24.7122,20.3658,20.8588,21.1075,21.8317,20.4261,21.4731,21.0801,21.3585
79,21.5573,18.6722,22.8471,21.6029,28.6077,22.9069,26.2049,25.9802,23.2776,20.8859,24.5026,21.9303,23.5366,21.7230,22.5690,21.0942,26.2135,23.5359,22.4766,21.3976,22.4813,21.1323,27.0882,22.4241,26.0341,24.7289,22.8146,20.8835,24.0172,21.8594,22.6503,21.4880,21.4310,21.3594
80,21.3854,18.7061,26.7915,21.6677,31.5684,23.0152,30.3831,26.0352,25.2526,20.9405,28.9371,22.0179,27.6553,21.7972,26.2991,21.1593,30.8555,23.6274,27.7799,21.4774,26.1701,21.1952,31.1757,22.5335,30.7030,24.8036,24.9229,20.9340,27.7706,21.9333,26.5908,21.5518,26.1835,21.4197
81,21.7609,18.7438,26.1828,21.7235,31.9503,23.1255,31.2706,26.0998,25.4613,20.9963,28.5840,22.0990,26.8596,21.8597,25.7799,21.2163,31.1952,23.7208,26.9132,21.5445,25.6989,21.2508,31.1502,22.6399,30.9989,24.8801,24.8574,20.9825,27.2897,21.9994,26.0145,21.6069,25.6094,21.4714
82,22.2520,18.7866,28.3603,21.8044,32.3351,23.2378,30.5297,26.1539,29.4649,21.0995,29.1917,22.1855,28.6776,21.9428,28.5162,21.3054,30.6894,23.8058,29.1963,21.6378,28.2134,21.3357,31.8884,22.7526,30.5560,24.9493,28.7958,21.0778,28.7847,22.0822,28.2232,21.6876,28.1805,21.5532
83,24.0150,18.8496,28.7602,21.8882,32.8509,23.3536,30.9505,26.2117,30.3569,21.2111,29.6872,22.2759,29.1328,22.0295,29.4777,21.4038,31.2939,23.8960,29.4085,21.7314,29.2074,21.4306,31.7844,22.8615,31.8173,25.0320,29.8769,21.1838,29.2672,22.1687,28.5235,21.7699,28.5274,21.6373
84,25.4448,18.9281,20.4941,21.8716,19.0491,23.3024,19.5288,26.1321,20.2155,21.1992,18.5355,22.2313,20.7558,22.0143,18.8741,21.3737,19.7655,23.8469,19.4171,21.7039,19.0174,21.4019,19.4635,22.8210,19.8843,24.9707,19.0158,21.1580,18.8793,22.1296,19.9843,21.7487,19.7480,21.6148
85,20.2108,18.9432,20.4156,21.8545,21.5562,23.2818,22.0221,26.0838,17.0008,21.1498,20.0377,22.2055,19.3484,21.9829,18.1682,21.3360,21.5039,23.8193,19.1755,21.6741,18.8328,21.3716,21.6521,22.8073,21.6029,24.9311,17.1385,21.1107,19.8909,22.1032,19.9442,21.7274,19.7193,21.5925
86,17.1009,18.9218,17.3563,21.8022,23.7804,23.2876,23.9144,26.0585,17.2265,21.1042,19.4084,22.1730,18.5164,21.9426,17.4374,21.2907,23.3053,23.8133,17.4771,21.6253,17.8620,21.3308,22.3397,22.8018,21.6856,24.8934,17.3508,21.0670,18.8823,22.0658,17.5001,21.6783,17.9360,21.5500
87,14.3415,18.8691,16.3921,21.7400,24.3661,23.3000,24.5543,26.0412,17.2972,21.0605,21.7224,22.1678,17.0024,21.8858,16.7931,21.2390,24.2300,23.8181,16.4605,21.5660,16.7696,21.2784,23.9424,22.8149,23.8957,24.8819,17.1147,21.0215,18.1502,22.0208,16.6862,21.6209,16.9193,21.4967
88,16.8039,18.8457,20.1668,21.7221,25.1287,23.3208,21.8388,25.9935,20.6978,21.0563,18.4725,22.1258,21.4492,21.8809,20.8620,21.2347,24.3606,23.8243,20.7000,21.5561,21.0256,21.2755,23.3904,22.8215,18.7888,24.8127,20.7963,21.0190,20.4988,22.0035,20.3815,21.6068,20.8847,21.4898
89,15.1818,18.8045,21.0018,21.7140,19.4757,23.2776,17.5593,25.8987,19.7041,21.0411,20.4826,22.1074,21.5458,21.8771,19.2938,21.2129,20.3981,23.7858,19.6100,21.5342,17.9108,21.2377,20.8968,22.7998,19.9228,24.7577,19.4129,21.0009,21.2482,21.9950,20.6172,21.5957,20.0441,21.4735
90,15.2475,18.7650,23.3328,21.7320,21.9577,23.2629,19.9427,25.8325,24.2051,21.0763,23.0023,22.1173,22.8462,21.8879,22.3373,21.2254,22.6832,23.7735,23.3105,21.5540,22.8240,21.2553,22.9164,22.8011,22.8761,24.7368,23.1040,21.0243,22.9654,22.0058,23.3752,21.6155,23.2741,21.4935
91,17.1667,18.7474,23.3995,21.7503,21.0836,23.2390,18.4478,25.7514,23.7852,21.1061,20.9421,22.1044,23.5404,21.9060,23.8704,21.2544,21.9641,23.7536,25.2358,21.5944,24.1845,21.2875,22.4240,22.7970,20.1888,24.6868,24.4951,21.0624,23.2072,22.0190,24.0969,21.6427,23.9547,21.5206
92,26.0013,18.8263,33.6944,21.8802,27.2175,23.2822,28.3739,25.7799,37.2438,21.2815,33.5256,22.2285,33.6952,22.0342,33.7854,21.3906,29.2816,23.8137,33.6944,21.7260,33.7222,21.4227,31.6018,22.8927,33.5460,24.7831,32.3286,21.1849,33.6951,22.1459,33.6943,21.7737,33.6942,21.6529
93,24.5362,18.8876,33.9115,22.0095,28.1803,23.3349,31.3172,25.8394,30.0660,21.3759,32.4629,22.3386,33.4215,22.1566,30.1355,21.4847,27.8139,23.8567,30.4454,21.8197,32.1169,21.5377,30.8106,22.9778,32.3277,24.8643,30.0651,21.2804,32.1954,22.2539,32.4197,21.8882,32.7754,21.7725
94,21.9482,18.9202,24.8380,22.0396,23.0868,23.3323,25.2520,25.8332,22.2319,21.3850,24.1422,22.3578,28.1251,22.2201,24.4419,21.5161,23.7956,23.8561,24.4049,21.8472,24.7672,21.5720,23.0875,22.9790,23.3663,24.8483,23.0232,21.2989,27.0786,22.3053,24.8565,21.9198,25.0008,21.8068
95,22.4026,18.9569,23.7923,22.0581,23.2867,23.3318,28.4563,25.8608,23.9861,21.4124,23.7673,22.3726,23.5839,22.2345,23.9212,21.5414,23.3425,23.8507,23.7891,21.8677,23.8767,21.5963,23.5443,22.9850,23.4198,24.8333,23.9079,21.3264,23.7305,22.3203,23.8046,21.9396,23.8607,21.8285
96,24.1654,19.0111,27.9395,22.1193,24.4943,23.3439,26.1791,25.8641,26.0119,21.4603,26.3609,22.4142,27.9848,22.2944,27.6772,21.6054,25.4430,23.8673,27.3179,21.9244,28.0126,21.6631,24.8880,23.0048,27.2842,24.8588,27.0246,21.3857,27.4453,22.3737,27.7808,22.0005,28.0431,21.8932
97,23.4061,19.0564,26.4903,22.1644,26.9635,23.3812,26.9027,25.8748,24.5236,21.4919,26.9371,22.4608,27.4077,22.3471,24.1209,21.6313,26.5363,23.8948,25.3171,21.9594,24.2115,21.6894,27.1420,23.0474,26.5968,24.8767,24.1282,21.4140,26.3408,22.4146,25.9010,22.0407,24.7835,21.9230
98,17.8539,19.0442,19.8693,22.1410,24.1098,23.3886,22.2567,25.8379,17.6680,21.4529,22.4905,22.4611,20.4338,22.3276,17.3576,21.5877,23.3516,23.8892,19.2671,21.9319,16.6004,21.6375,23.7624,23.0547,20.8135,24.8353,16.8655,21.3676,20.8429,22.3985,19.3228,22.0130,18.7831,21.8910
99,16.5444,19.0189,18.6066,22.1053,18.1230,23.3354,18.6142,25.7649,18.0481,21.4185,18.5840,22.4219,18.6841,22.2908,18.3288,21.5548,18.4914,23.8347,18.3545,21.8958,18.4552,21.6053,18.4253,23.0080,18.6714,24.7730,18.2086,21.3357,18.6546,22.3607,18.5144,21.9776,18.5606,21.8573
100,14.3682,18.9724,15.1627,22.0358,15.0016,23.2521,15.5401,25.6627,13.2378,21.3367,15.1539,22.3492,15.2614,22.2205,14.5513,21.4847,15.2570,23.7489,14.5413,21.8223,15.1263,21.5405,15.1189,22.9291,15.3939,24.6792,14.0887,21.2632,15.2092,22.2892,15.0132,21.9080,15.1717,21.7905
101,12.7667,18.9110,16.7907,21.9839,16.7843,23.1881,18.4585,25.5914,15.9630,21.2835,16.4935,22.2913,16.8221,22.1670,16.5305,21.4357,17.2378,23.6845,16.5212,21.7698,16.7142,21.4928,16.2174,22.8626,16.8027,24.6012,16.3268,21.2143,16.7461,22.2343,16.7139,21.8565,16.7925,21.7410
102,11.6325,18.8396,14.5601,21.9111,13.9332,23.0973,15.2203,25.4897,11.2748,21.1854,14.4695,22.2146,14.7857,22.0947,13.8305,21.3611,14.2841,23.5923,13.9916,21.6935,14.2873,21.4221,14.0180,22.7759,14.7443,24.5046,11.9998,21.1240,14.6871,22.1603,14.3820,21.7833,14.4482,21.6695
103,12.3912,18.7770,13.7089,21.8315,13.1416,23.0007,13.9116,25.3773,14.0945,21.1165,13.3832,22.1288,13.8513,22.0146,13.9335,21.2890,13.4375,23.4937,13.6854,21.6158,14.0252,21.3503,13.2315,22.6832,13.9641,24.4023,14.0329,21.0552,13.5809,22.0770,13.6888,21.7047,13.8488,21.5936
104,10.4534,18.6970,32.8525,21.9375,31.4132,23.0816,29.1580,25.4136,31.9338,21.2205,32.4546,22.2281,32.3347,22.1139,32.6196,21.3980,31.6078,23.5717,32.5821,21.7212,31.8240,21.4510,32.0021,22.7728,30.7222,24.4630,32.1913,21.1622,32.4775,22.1770,32.7314,21.8107,32.8217,21.7015
105,13.7386,18.6497,14.1671,21.8635,20.7026,23.0589,19.8829,25.3610,14.2891,21.1545,16.5234,22.1738,16.3321,22.0588,14.1177,21.3286,17.9027,23.5177,14.1620,21.6492,14.2016,21.3820,19.2928,22.7397,19.0264,24.4113,14.1892,21.0958,16.4353,22.1223,14.1575,21.7378,14.1717,21.6298
106,22.2701,18.6839,25.2743,21.8956,26.1108,23.0877,29.2771,25.3979,23.3399,21.1751,27.3614,22.2227,27.4542,22.1097,23.9322,21.3532,25.3802,23.5353,25.0288,21.6811,24.1752,21.4083,25.7236,22.7679,28.9284,24.4539,23.3892,21.1175,27.5146,22.1732,24.8317,21.7670,24.1577,21.6537
107,21.0145,18.7057,23.4936,21.9106,24.3436,23.0994,27.2163,25.4149,21.7834,21.1808,25.2790,22.2513,25.4947,22.1413,22.2773,21.3618,23.5663,23.5356,23.2860,21.6961,22.4879,21.4184,23.8837,22.7783,26.8814,24.4766,21.7968,21.1238,25.5231,22.2045,23.0890,21.7794,22.4765,21.6613
108,20.9401,18.7264,23.2000,21.9225,24.0352,23.1081,26.9512,25.4291,21.5626,21.1844,25.0709,22.2774,25.2149,22.1698,22.0436,21.3681,23.3206,23.5336,23.0219,21.7084,22.2417,21.4260,23.6425,22.7863,26.6524,24.4967,21.5820,21.1281,25.2529,22.2327,22.8064,21.7889,22.2098,21.6664
109,22.1731,18.7580,24.4653,21.9458,23.6657,23.1132,28.1971,25.4545,23.1973,21.2028,26.3148,22.3144,26.4693,22.2092,23.4151,21.3869,24.0085,23.5380,24.3207,21.7323,23.5338,21.4454,23.9497,22.7970,27.8996,24.5279,23.0960,21.1461,26.5078,22.2720,24.0752,21.8098,23.4799,21.6831
110,22.3509,18.7906,24.6146,21.9701,23.7861,23.1193,28.3227,25.4806,23.3480,21.2223,26.3700,22.3513,26.5895,22.2491,23.5504,21.4066,24.0440,23.5426,24.4890,21.7574,23.7469,21.4663,23.9603,22.8075,27.8096,24.5578,23.2956,21.1656,26.6633,22.3119,24.2589,21.8321,23.6619,21.7010
111,22.5682,18.8247,17.6854,21.9315,17.7241,23.0707,17.4014,25.4078,15.7087,21.1727,15.7667,22.2920,17.8220,22.2092,17.9821,21.3757,16.1251,23.4757,17.8751,21.7224,18.4739,21.4393,16.5752,22.7514,17.7967,24.4969,16.9513,21.1277,16.4713,22.2593,17.9171,21.7968,18.1767,21.6693
112,10.1974,18.7477,8.0078,21.8072,9.3005,22.9478,9.4252,25.2651,2.5645,21.0065,9.3848,22.1767,9.5751,22.0964,2.5819,21.2079,9.3468,23.3496,2.6508,21.5521,3.0465,21.2751,9.3556,22.6318,9.5169,24.3631,2.5662,20.9620,9.4447,22.1449,3.9007,21.6370,4.9207,21.5198
113,9.3712,18.6647,12.8848,21.7282,15.4589,22.8815,15.6057,25.1796,2.4852,20.8426,15.3575,22.1164,15.6985,22.0398,2.4932,21.0423,15.5048,23.2802,2.5845,21.3843,3.1561,21.1148,15.4638,22.5683,15.6925,24.2864,2.4825,20.7984,15.4519,22.0856,4.9524,21.4894,6.8724,21.3901
114,5.0638,18.5454,12.5874,21.6480,16.0975,22.8220,16.2368,25.1012,1.1241,20.6696,16.0042,22.0628,16.3179,21.9896,1.1290,20.8676,16.1527,23.2177,1.2026,21.2073,1.7092,20.9445,16.1079,22.5117,16.3139,24.2164,1.1238,20.6258,16.0755,22.0329,3.1513,21.3285,5.1162,21.2474
115,2.1820,18.4031,13.2751,21.5752,15.6800,22.7599,16.2245,25.0240,0.3617,20.4930,16.4562,22.0140,17.7109,21.9524,0.4963,20.6905,15.8223,23.1533,0.6468,21.0285,2.6124,20.7851,15.9541,22.4547,17.0467,24.1541,0.3583,20.4496,16.8883,21.9882,3.9862,21.1777,7.2124,21.1253
116,1.5165,18.2575,0.8008,21.3961,13.2291,22.6777,13.4211,24.9240,0.5168,20.3208,8.8296,21.9004,11.1575,21.8593,0.5229,20.5166,13.3300,23.0687,0.5209,20.8517,0.5340,20.6105,12.7487,22.3710,13.1596,24.0593,0.5176,20.2778,9.2891,21.8787,0.5195,20.9996,0.5462,20.9479
117,31.1255,18.3675,33.5259,21.4998,33.4688,22.7700,22.0827,24.8997,33.8876,20.4368,33.5319,21.9998,33.0666,21.9551,34.0042,20.6319,30.1119,23.1289,34.0476,20.9645,33.6026,20.7216,33.6674,22.4675,29.7192,24.1077,34.2559,20.3972,33.3596,21.9768,33.6793,21.1080,33.5542,21.0557
118,21.5334,18.3943,22.7016,21.5100,22.8548,22.7707,17.0881,24.8335,21.8441,20.4487,22.7194,22.0059,22.4980,21.9597,22.2561,20.6457,21.3293,23.1136,22.6316,20.9786,22.4257,20.7360,22.8006,22.4704,20.7264,24.0790,22.0122,20.4109,22.6440,21.9825,22.6965,21.1215,22.6406,21.0691
119,22.7778,18.4312,23.7547,21.5289,23.7921,22.7793,18.2804,24.7784,22.1281,20.4628,23.7716,22.0207,23.5303,21.9729,23.1595,20.6668,21.8710,23.1032,23.6708,21.0012,23.4745,20.7590,23.8521,22.4820,21.4275,24.0567,22.4921,20.4284,23.6633,21.9966,23.7447,21.1435,23.6888,21.0911
120,20.9085,18.4518,22.2670,21.5350,21.8054,22.7712,20.0043,24.7386,19.5821,20.4555,22.1793,22.0220,22.1606,21.9744,21.9547,20.6775,20.6226,23.0825,22.1104,21.0105,22.1926,20.7710,22.1389,22.4791,20.3536,24.0259,20.7722,20.4313,22.2037,21.9983,22.2166,21.1525,22.2544,21.1008
121,20.9530,18.4725,22.2691,21.5411,21.8739,22.7637,19.9836,24.6993,19.6427,20.4488,22.1974,22.0235,22.1818,21.9762,21.9824,20.6883,20.6863,23.0627,22.1348,21.0198,22.2218,20.7830,22.1618,22.4765,20.4564,23.9964,20.7979,20.4343,22.2211,22.0002,22.2386,21.1614,22.2778,21.1105
122,20.9590,18.4928,22.2691,21.5471,21.8739,22.7564,19.9836,24.6607,19.6427,20.4422,22.1974,22.0249,22.1818,21.9778,21.9824,20.6989,20.6863,23.0432,22.1348,21.0289,22.2218,20.7948,22.1618,22.4739,20.4564,23.9674,20.7979,20.4373,22.2211,22.0020,22.2386,21.1703,22.2778,21.1201
123,14.8575,18.4633,15.6035,21.4987,15.9741,22.7013,16.3281,24.5929,11.4270,20.3689,15.7789,21.9741,15.9964,21.9292,12.8653,20.6352,16.1780,22.9874,13.6779,20.9691,14.5989,20.7444,15.9023,22.4205,16.2658,23.9048,11.6005,20.3654,15.8802,21.9522,15.1182,21.1211,15.3234,21.0730
124,14.9922,18.4353,10.9759,21.4139,11.5225,22.6112,12.1663,24.4927,9.7750,20.2834,11.1545,21.8869,11.5229,21.8453,10.4075,20.5527,11.9061,22.8980,10.1576,20.8819,10.8699,20.6648,11.3372,22.3311,11.8745,23.8077,10.1565,20.2831,11.3565,21.8668,10.6546,21.0367,10.9159,20.9911
125,12.6785,18.3892,9.4156,21.3179,9.7078,22.5079,11.3888,24.3879,8.9057,20.1924,9.3815,21.7868,10.1670,21.7519,9.1476,20.4615,10.7484,22.8008,9.0410,20.7872,9.4212,20.5748,9.4641,22.2282,10.8940,23.7044,9.0272,20.1931,9.7740,21.7700,9.2110,20.9421,9.4359,20.8986
126,15.2416,18.3643,15.4157,21.2710,13.7186,22.4382,15.8032,24.3197,21.6212,20.2038,14.8785,21.7320,15.5323,21.7025,16.1283,20.4271,14.8858,22.7380,15.6295,20.7463,15.8380,20.5372,14.3839,22.1659,15.4473,23.6389,18.5153,20.1797,15.4030,21.7195,15.3313,20.8975,15.5841,20.8564
127,12.2750,18.3163,12.4425,21.2015,11.0559,22.3485,12.7568,24.2287,17.3187,20.1810,12.0084,21.6554,12.5408,21.6304,12.9791,20.3685,12.0227,22.6536,12.5672,20.6819,12.7766,20.4761,11.6010,22.0827,12.4731,23.5510,14.8612,20.1379,12.4378,21.6464,12.3588,20.8303,12.5748,20.7912
128,11.8583,18.2659,12.0236,21.1298,10.7132,22.2576,12.3201,24.1357,16.6389,20.1534,11.6151,21.5770,12.1156,21.5560,12.5318,20.3072,11.6278,22.5675,12.1429,20.6152,12.3397,20.4126,11.2300,21.9979,12.0515,23.4611,14.3128,20.0924,12.0181,21.5712,11.9459,20.7609,12.1488,20.7237
129,13.0931,18.2258,13.3681,21.0697,12.1520,22.1793,13.5882,24.0539,16.7746,20.1272,13.0200,21.5107,13.3814,21.4927,13.6383,20.2555,13.0318,22.4936,13.2892,20.5584,13.5646,20.3595,12.6504,21.9255,13.3245,23.3826,15.0648,20.0534,13.3690,21.5076,13.2650,20.7028,13.4351,20.6672
130,12.3831,18.1808,11.3094,20.9946,11.0108,22.0934,11.0366,23.9538,13.6589,20.0774,11.2946,21.4321,11.4774,21.4156,11.7181,20.1899,10.8732,22.4042,11.3765,20.4877,11.8032,20.2937,11.2098,21.8430,11.4887,23.2911,12.5923,19.9960,11.1826,21.4282,11.3673,20.6310,11.4707,20.5965
131,5.7313,18.0858,1.0449,20.8423,0.7086,21.9301,0.9095,23.7779,1.0201,19.9319,0.7361,21.2741,1.6359,21.2646,1.4391,20.0467,0.7392,22.2388,0.7349,20.3370,1.9168,20.1534,0.7110,21.6817,0.9591,23.1206,1.4042,19.8541,0.6708,21.2697,0.9039,20.4804,1.5980,20.4514
132,17.4826,18.0812,28.9851,20.9040,24.7698,21.9517,25.3798,23.7900,29.9464,20.0078,27.6118,21.3221,29.2182,21.3249,29.3892,20.1175,25.4121,22.2629,28.6260,20.3998,30.0069,20.2280,24.8037,21.7054,25.5567,23.1391,29.8645,19.9299,28.9302,21.3277,28.8588,20.5438,29.1499,20.5173
133,20.1731,18.0969,21.4743,20.9083,13.1517,21.8855,20.1889,23.7629,25.1901,20.0468,18.6099,21.3017,23.9425,21.3446,22.0686,20.1322,19.4622,22.2418,19.8914,20.3959,22.8479,20.2477,14.9396,21.6545,25.0988,23.1538,23.0610,19.9535,21.4116,21.3284,20.8192,20.5459,22.1354,20.5295
134,19.6646,18.1086,24.2850,20.9335,18.7321,21.8620,19.4045,23.7304,31.1924,20.1299,20.5564,21.2962,21.6964,21.3472,28.9299,20.1978,19.0713,22.2181,25.6726,20.4353,28.5755,20.3099,19.9232,21.6416,21.2248,23.1394,31.2633,20.0379,21.0581,21.3264,25.1373,20.5802,26.6816,20.5754
135,20.3501,18.1252,17.2207,20.9060,14.2786,21.8058,19.4013,23.6983,23.8632,20.1576,15.6706,21.2545,20.9900,21.3446,17.6579,20.1790,17.5769,22.1838,14.4644,20.3911,19.2454,20.3020,15.1766,21.5937,22.3055,23.1332,22.0237,20.0526,18.5465,21.3058,15.7128,20.5441,17.6836,20.5540
136,21.7081,18.1516,27.2484,20.9526,24.5886,21.8263,18.8188,23.6624,28.8512,20.2215,26.8751,21.2958,27.0585,21.3866,27.9830,20.2364,23.6186,22.1943,27.3392,20.4422,27.9484,20.3582,26.2987,21.6283,24.8350,23.1457,28.2843,20.1131,27.0818,21.3482,27.4936,20.5952,27.4866,20.6050
137,18.6035,18.1549,22.9777,20.9674,23.7725,21.8405,21.6250,23.6476,23.5023,20.2455,23.1614,21.3094,23.0109,21.3984,22.7873,20.2550,23.1624,22.2014,22.3451,20.4561,23.1581,20.3786,23.9454,21.6452,22.2508,23.1392,23.0575,20.1346,22.9137,21.3597,22.6944,20.6105,23.0211,20.6226
138,3.9641,18.0521,2.7774,20.8356,3.2177,21.7055,3.4039,23.5009,2.7018,20.1183,2.9236,21.1762,2.9517,21.2647,2.6998,20.1278,3.4399,22.0654,2.6971,20.3274,2.7193,20.2507,3.0734,21.5106,3.1584,22.9944,2.6989,20.0082,2.9450,21.2262,2.7319,20.4810,2.7444,20.4931
139,3.2081,17.9453,2.1959,20.7015,3.1777,21.5722,2.5941,23.3505,2.1935,19.9894,2.3176,21.0405,2.3013,21.1283,2.1582,19.9985,3.0323,21.9285,2.1530,20.1966,2.1676,20.1206,2.6296,21.3748,2.4135,22.8463,2.1695,19.8799,2.3090,21.0901,2.1704,20.3493,2.1758,20.3613
140,2.5029,17.8350,1.9908,20.5678,2.8870,21.4388,2.1451,23.1990,1.9929,19.8608,2.0497,20.9049,2.0286,20.9919,1.9764,19.8698,2.6101,21.7905,1.9793,20.0665,1.9836,19.9910,2.1905,21.2378,2.0800,22.6980,1.9708,19.7520,2.0378,20.9540,1.9839,20.2181,1.9843,20.2300
141,2.2389,17.7244,1.9952,20.4361,3.2179,21.3095,2.2095,23.0501,1.9948,19.7341,2.0621,20.7712,2.0385,20.8575,1.9739,19.7429,3.0068,21.6573,1.9798,19.9382,1.9847,19.8633,2.3198,21.1036,2.0993,22.5519,1.9706,19.6259,2.0510,20.8200,1.9875,20.0888,1.9880,20.1006
142,0.9772,17.6064,0.7939,20.2978,2.7071,21.1785,1.6393,22.8994,0.8733,19.6013,1.3823,20.6347,1.0287,20.7178,0.8371,19.6098,2.2899,21.5209,0.8144,19.8036,0.8265,19.7293,2.1905,20.9704,1.3157,22.4024,0.8544,19.4937,1.1395,20.6814,0.7975,19.9529,0.8042,19.9648
143,7.0289,17.5324,6.9386,20.2044,8.4951,21.0898,7.7696,22.7936,7.4531,19.5164,7.6142,20.5437,7.1915,20.6232,7.0638,19.5220,8.1887,21.4277,6.9805,19.7139,7.0197,19.6404,8.1571,20.8808,7.5420,22.2985,7.2402,19.4080,7.3838,20.5884,6.9126,19.8617,6.9170,19.8735
144,7.7927,17.4648,7.7245,20.1177,8.8479,21.0048,8.1660,22.6920,8.4604,19.4396,8.0420,20.4568,7.7963,20.5342,8.3090,19.4441,8.5274,21.3381,7.9400,19.6321,8.2216,19.5611,8.5223,20.7950,7.9609,22.1989,8.5873,19.3328,7.8434,20.4999,7.7989,19.7780,7.9271,19.7906
145,8.1335,17.4005,8.0673,20.0346,9.2341,20.9236,8.5423,22.5944,9.0225,19.3677,8.4212,20.3738,8.1562,20.4488,8.6588,19.3698,8.9215,21.2525,8.3121,19.5540,8.5529,19.4852,8.9137,20.7130,8.3326,22.1033,8.9812,19.2615,8.2127,20.4152,8.1383,19.6977,8.2638,19.7111
146,8.4717,17.3393,8.4125,19.9550,9.6055,20.8461,8.9133,22.5007,9.3538,19.2991,8.7884,20.2945,8.5143,20.3671,8.9902,19.2987,9.2930,21.1705,8.6437,19.4793,8.8843,19.4126,9.2852,20.6348,8.6995,22.0114,9.3125,19.1933,8.5751,20.3341,8.4766,19.6208,8.5985,19.6349
147,8.6218,17.2800,8.5666,19.8775,9.7848,20.7709,9.0891,22.4095,9.5479,19.2328,8.9569,20.2174,8.6770,20.2875,9.1401,19.2296,9.4675,21.0909,8.7977,19.4067,9.0311,19.3419,9.4599,20.5587,8.8705,21.9221,9.4733,19.1272,8.7407,20.2552,8.6235,19.5460,8.7447,19.5609
148,12.0860,17.2449,15.2155,19.8460,13.9703,20.7249,14.2268,22.3542,18.8495,19.2302,14.7143,20.1802,14.8268,20.2506,16.4302,19.2107,14.0787,21.0435,15.7165,19.3817,15.9762,19.3192,14.1894,20.5157,14.5764,21.8724,17.7736,19.1180,14.7883,20.2182,15.3637,19.5178,15.4147,19.5328
149,4.3139,17.1581,21.8400,19.8594,21.6511,20.7311,29.9902,22.4054,22.2988,19.2508,22.2689,20.1942,21.9102,20.2618,22.0914,19.2300,26.0200,21.0769,21.5499,19.3963,21.7778,19.3357,21.1168,20.5197,29.0828,21.9208,22.2118,19.1388,21.1569,20.2245,22.1355,19.5353,22.0962,19.5500
150,5.5555,17.0808,21.8400,19.8726,21.6511,20.7373,29.9902,22.4560,22.2988,19.2711,22.2689,20.2080,21.9102,20.2728,22.0914,19.2491,26.0200,21.1099,21.5499,19.4106,21.7778,19.3520,21.1168,20.5237,29.0828,21.9686,22.2118,19.1593,21.1569,20.2308,22.1355,19.5527,22.0962,19.5670
151,8.3088,17.0227,21.8400,19.8856,21.6511,20.7433,29.9902,22.5059,22.2988,19.2912,22.2689,20.2217,21.9102,20.2836,22.0914,19.2679,26.0200,21.1424,21.5499,19.4248,21.7778,19.3680,21.1168,20.5276,29.0828,22.0157,22.2118,19.1795,21.1569,20.2369,22.1355,19.5698,22.0962,19.5838
152,12.1620,16.9907,21.8400,19.8985,21.6511,20.7493,29.9902,22.5551,22.2988,19.3110,22.2689,20.2351,21.9102,20.2943,22.0914,19.2865,26.0200,21.1745,21.5499,19.4388,21.7778,19.3839,21.1168,20.5315,29.0828,22.0622,22.2118,19.1995,21.1569,20.2430,22.1355,19.5867,22.0962,19.6003
153,17.2849,16.9926,21.8400,19.9112,21.6511,20.7552,29.9902,22.6037,22.2988,19.3305,22.2689,20.2484,21.9102,20.3049,22.0914,19.3048,26.0200,21.2062,21.5499,19.4526,21.7778,19.3995,21.1168,20.5354,29.0828,22.1081,22.2118,19.2191,21.1569,20.2489,22.1355,19.6033,22.0962,19.6166
154,17.2849,16.9945,21.8400,19.9237,21.6511,20.7610,29.9902,22.6517,22.2988,19.3498,22.2689,20.2616,21.9102,20.3153,22.0914,19.3229,26.0200,21.2374,21.5499,19.4662,21.7778,19.4150,21.1168,20.5391,29.0828,22.1533,22.2118,19.2386,21.1569,20.2548,22.1355,19.6198,22.0962,19.6327
155,17.2849,16.9964,21.8400,19.9361,21.6511,20.7667,29.9902,22.6990,22.2988,19.3688,22.2689,20.2745,21.9102,20.3256,22.0914,19.3408,26.0200,21.2683,21.5499,19.4796,21.7778,19.4302,21.1168,20.5429,29.0828,22.1981,22.2118,19.2578,21.1569,20.2606,22.1355,19.6360,22.0962,19.6486
156,18.8070,17.0080,18.6183,19.9276,16.8356,20.7415,21.5257,22.6915,20.1321,19.3737,18.3990,20.2625,18.4149,20.3133,19.5244,19.3419,17.4770,21.2440,18.8871,19.4758,19.4111,19.4301,16.1970,20.5150,18.8599,22.1767,20.2197,19.2639,18.0432,20.2464,18.7056,19.6300,18.9136,19.6439
