Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
88,38.8872,40.6358,37.1113,36.1981
89,42.1451,40.0590,40.6859,36.8716
90,50.8244,45.2555,47.5665,37.2664
91,51.4501,48.5192,50.4266,42.4194
92,57.4973,47.2151,51.3989,44.6122
93,57.9299,52.7144,56.0367,49.3344
94,61.5988,53.1271,57.6694,56.1688
95,66.3154,60.2589,62.7271,53.8035
96,64.5863,59.8577,61.5223,55.4587
97,68.1597,57.2837,63.2752,59.1967
98,63.4951,53.5850,59.2170,58.7443
99,57.8416,56.3749,56.0102,54.0333
100,57.9425,57.2697,56.4117,54.3455
101,54.8317,53.6752,53.3263,54.8612
102,53.6176,52.0949,51.5546,52.6417
103,59.0946,58.5801,58.5581,56.6151
104,58.8788,58.1863,57.6737,55.7450
105,58.0484,55.3196,55.3974,53.5680
106,48.3661,44.4388,44.8441,42.7048
107,44.8896,44.0705,43.3438,39.3880
108,36.3229,37.6521,34.2353,30.6395
109,41.2400,34.9288,36.7364,27.2499
110,35.7105,32.2594,33.6104,27.4047
111,41.4062,33.4795,37.1854,29.5327
112,30.8342,29.3151,28.0597,31.3910
113,27.4444,27.4695,25.0898,32.4632
114,27.5338,28.2500,25.5878,32.9819
115,27.0187,27.1775,24.9522,31.5504
116,26.9042,26.4312,24.4449,31.6236
117,27.0888,26.5697,24.3832,31.2735
118,26.4556,25.7285,23.8512,30.4340
119,28.2326,25.9241,25.1691,30.4383
120,28.4996,25.9930,26.2704,30.5682
121,25.7158,25.0975,25.0413,29.3452
122,32.1891,31.5624,31.2015,29.5552
123,32.2110,30.3104,31.1747,29.9535
124,31.4367,30.6680,29.2889,29.6631
125,36.9407,25.8416,26.1117,27.6674
126,59.5970,60.2009,58.1507,28.5757
127,26.4341,27.2966,27.1797,26.9546
128,25.1106,26.3805,24.4255,23.4832
129,24.1901,24.7781,23.0238,21.1614
130,28.5329,29.6915,28.2546,21.2572
131,42.6671,40.4314,41.7898,19.1553
132,31.8735,29.3234,28.6659,19.3873
133,31.0466,29.3593,32.7751,19.7635
134,22.3383,24.9342,22.9937,19.6922
135,16.5158,15.8653,16.7849,17.1561
136,24.8469,23.7678,24.4160,15.8208
137,18.2736,15.3999,16.3143,15.8340
138,21.0655,13.1869,14.5040,11.6943
139,24.3357,16.6525,18.6197,16.3897
140,23.2326,18.1384,21.1474,18.0690
141,24.6518,25.2367,27.7865,25.8481
142,26.3186,26.3260,29.1342,26.8942
143,26.2656,26.8835,27.8628,28.7453
144,26.0539,27.1643,28.0818,29.1097
145,26.1848,28.9125,30.8329,30.0196
146,26.5286,29.7249,31.4674,30.6606
147,24.8890,30.4539,30.8048,31.6349
148,21.3397,31.1184,31.4895,32.7472
149,20.9424,31.9922,32.9347,34.6038
150,20.6606,32.4752,34.2794,34.3243
151,23.4362,31.2229,30.8634,33.4361
152,23.8956,29.4777,31.6053,32.7533
153,23.5340,33.3804,33.9529,33.1478
154,21.8938,35.4677,36.9441,35.4384
155,27.2663,39.8889,41.0974,38.6033
156,32.0384,46.5105,47.8906,45.9594
157,25.7229,31.6518,30.0313,41.2644
158,27.4567,24.2828,23.5818,31.6962
159,58.1650,58.2312,58.1033,25.6355
160,47.8647,45.0966,48.5292,20.3398
161,42.6874,42.3521,44.1388,24.5956
162,45.6920,38.9638,46.2494,32.4047
163,20.1307,16.4492,22.0695,35.5618
164,25.0091,22.0788,25.7979,29.4226
165,15.2485,14.4912,15.2485,22.0663
166,16.8258,15.8647,16.8258,20.4730
167,18.2105,17.6802,18.2105,19.6840
168,19.3283,18.4839,19.3283,19.1412
169,19.4096,18.5506,19.4096,19.0106
170,19.2408,18.8067,19.2408,19.6980
171,20.8755,20.2260,20.8755,20.6898
172,20.8953,20.0836,20.8953,20.5765
173,21.5931,21.1464,21.5931,21.8302
174,19.7829,18.4940,19.7829,17.9332
175,16.4798,14.6923,16.4798,15.0992
176,18.4745,16.6449,18.4745,17.2149
177,18.3777,16.4612,18.3777,17.5241
178,20.8453,18.6053,20.8453,20.9875
179,20.7405,18.2216,20.7405,20.9290
180,20.6822,18.0298,20.6822,20.7398
181,22.9221,19.7280,22.9221,22.7894
182,21.4867,17.2995,21.4867,21.1355
183,20.9935,16.4901,20.9935,20.8861
