Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
11,29.0760,19.1750,30.6898,21.4465,31.1114,24.1461,30.8275,28.0736,26.9524,20.4181,31.3601,22.5891,30.6505,22.7053,28.8190,20.9580,31.0315,25.9992,29.3097,21.3259,29.7570,20.9958,30.9975,23.9463,30.8668,27.0343,28.0938,20.8623,31.7363,22.5648,30.0479,21.3848,30.1010,21.2296
12,28.8711,19.9830,31.2672,22.2649,31.5083,24.7596,32.1088,28.4099,24.8859,20.7904,31.8538,23.3612,31.8403,23.4665,30.8137,21.7793,31.9010,26.4911,30.9586,22.1286,31.0143,21.8307,31.4289,24.5699,32.0034,27.4484,29.8293,21.6095,31.8825,23.3413,31.0530,22.1905,31.0822,22.0507
13,28.6958,20.6532,31.5845,22.9817,31.6654,25.2908,32.1268,28.6958,22.7538,20.9414,31.9021,24.0182,32.3599,24.1506,31.2079,22.5046,32.0443,26.9182,31.2793,22.8325,31.3241,22.5609,31.5585,25.1075,32.0692,27.8038,29.6624,22.2290,32.1678,24.0203,31.5442,22.9100,31.4045,22.7702
14,28.5922,21.2203,33.1005,23.7045,32.5308,25.8080,32.7642,28.9864,20.1804,20.8871,32.9602,24.6569,33.1008,24.7899,32.0633,23.1874,32.6258,27.3259,32.3603,23.5131,32.4419,23.2667,32.4304,25.6305,32.6760,28.1519,26.5721,22.5392,33.1087,24.6694,32.8292,23.6185,32.7679,23.4843
15,9.9216,20.4670,9.9552,22.7879,9.5075,24.7213,1.7557,27.1710,9.9339,20.1569,9.6395,23.6557,9.7348,23.7863,9.9369,22.3040,9.9711,26.1689,9.3657,22.5699,9.9662,22.3800,9.5277,24.5570,6.2126,26.6892,9.9349,21.6989,9.9711,23.6895,9.7025,22.6908,9.9711,22.5835
16,0.0004,19.1879,0.0004,21.3637,0.0004,23.1762,0.0004,25.4729,0.0004,18.8971,0.0004,22.1773,0.0004,22.2997,0.0004,20.9100,0.0004,24.5334,0.0004,21.1593,0.0004,20.9813,0.0004,23.0222,0.0004,25.0212,0.0004,20.3428,0.0004,22.2090,0.0004,21.2727,0.0004,21.1720
17,2.3691,18.1985,8.9011,20.6306,11.7917,22.5065,12.7956,24.7272,2.3721,17.9250,10.7032,21.5023,9.8117,21.5651,2.8950,19.8503,12.5358,23.8277,5.2557,20.2238,3.4981,19.9529,11.6770,22.3549,12.1376,24.2633,2.4971,19.2930,10.4173,21.5153,7.7038,20.4745,6.0910,20.2849
18,3.9482,17.4069,10.4159,20.0631,13.0921,21.9835,13.9945,24.1309,3.9059,17.1462,12.0835,20.9791,11.2690,20.9931,4.6301,19.0047,13.7608,23.2684,7.0327,19.4910,5.3085,19.1393,13.0002,21.8352,13.4069,23.6602,4.0429,18.4458,11.8247,20.9770,9.3120,19.8543,7.8232,19.5926
19,3.8048,16.6910,10.2334,19.5458,12.9472,21.5079,13.8129,23.5878,3.7207,16.4396,11.9125,20.5019,11.0927,20.4720,4.4463,18.2385,13.5817,22.7586,6.8544,18.8259,5.1274,18.4018,12.8640,21.3630,13.2077,23.1101,3.8581,17.6780,11.6541,20.4863,9.1310,19.2900,7.6516,18.9641
20,3.9256,16.0527,10.2901,19.0830,12.9822,21.0816,13.8409,23.1005,3.8296,15.8091,11.9557,20.0746,11.1425,20.0055,4.5494,17.5541,13.6116,22.3012,6.9382,18.2315,5.2251,17.7430,12.8996,20.9398,13.2405,22.6166,3.9660,16.9924,11.6994,20.0470,9.1965,18.7853,7.7290,18.4024
21,10.2084,15.7744,13.6897,18.8262,16.9680,20.8857,17.1812,22.8186,10.4959,15.5561,15.4378,19.8538,14.0314,19.7210,10.3644,17.2117,16.8204,22.0402,11.6405,17.9176,10.6815,17.4067,16.7420,20.7399,16.0277,22.3028,10.4853,16.6825,14.4626,19.7810,13.0048,18.5100,12.1416,18.1042
22,11.6440,15.5866,15.0176,18.6530,18.2687,20.7668,18.4291,22.6191,11.9350,15.3915,16.7216,19.7114,15.3252,19.5212,11.8088,16.9661,18.0806,21.8602,13.0324,17.6956,12.1139,17.1661,18.0399,20.6172,17.2791,22.0745,11.9217,16.4661,15.7590,19.5982,14.3555,18.3212,13.5343,17.8965
23,13.9707,15.5164,17.2584,18.5924,20.1707,20.7409,19.9151,22.5015,14.5229,15.3537,18.6872,19.6669,17.6866,19.4415,14.4580,16.8571,19.7289,21.7676,15.4482,17.5979,14.8147,17.0639,19.7948,20.5814,19.0488,21.9429,14.6294,16.3863,17.7240,19.5167,16.6978,18.2506,16.0177,17.8148
24,25.1632,15.9183,27.4420,18.9611,27.9574,21.0416,25.5928,22.6303,26.5197,15.8190,27.4739,19.9922,27.5467,19.7792,26.5561,17.2612,26.1116,21.9486,26.6731,17.9760,26.6999,17.4654,28.0459,20.8925,27.3982,22.1702,26.6933,16.8157,27.4318,19.8465,27.1749,18.6224,27.2935,18.2098
25,28.5949,16.4254,45.7447,20.0325,43.0777,21.9230,42.8536,23.4393,43.3119,16.9187,43.7527,20.9426,45.6196,20.8128,45.1010,18.3748,43.0381,22.7922,45.8322,19.0903,44.4670,18.5455,43.1989,21.7847,43.1701,23.0102,43.9036,17.8993,45.2095,20.8610,45.7802,19.7088,45.5830,19.3047
26,40.5471,17.3532,51.3559,21.2372,50.8244,23.0346,49.7636,24.4517,53.9618,18.3434,50.0988,22.0640,50.0020,21.9355,56.0950,19.8256,49.7373,23.8285,54.1665,20.4393,55.1447,19.9531,50.9102,22.9049,49.8394,24.0421,56.5307,19.3851,49.9145,21.9785,52.2084,20.9587,53.4546,20.6181
27,45.1618,18.3831,51.8477,22.3709,50.5101,24.0522,49.6947,25.3867,53.5872,19.6487,50.0610,23.1009,50.0056,22.9751,56.4877,21.1834,49.2701,24.7708,54.9655,21.7181,55.8250,21.2817,50.5552,23.9290,49.3941,24.9811,56.6013,20.7635,49.8135,23.0094,52.8630,22.1404,54.2089,21.8622
28,65.9192,20.0808,67.3635,23.9778,66.4445,25.5662,51.9159,26.3341,66.8016,21.3328,67.5466,24.6882,66.3130,24.5229,67.3494,22.8322,58.1113,25.9615,66.5725,23.3200,68.2452,22.9590,67.5119,25.4855,58.1652,26.1662,67.1304,22.4194,66.8470,24.5750,67.3985,23.7567,67.6412,23.4972
29,36.9488,20.6625,27.2393,24.0903,28.3635,25.6627,27.2545,26.3659,29.2113,21.6044,25.6417,24.7211,26.1788,24.5800,28.2276,23.0182,25.6821,25.9519,27.7772,23.4737,28.0280,23.1338,25.9778,25.5025,24.2418,26.0999,28.5830,22.6320,26.0623,24.6263,27.5075,23.8861,27.7427,23.6436
30,30.7219,20.9978,25.6050,24.1408,28.7764,25.7665,28.9044,26.4505,33.0942,21.9874,25.3942,24.7436,25.7817,24.6200,28.2600,23.1930,27.5066,26.0037,25.7629,23.5500,29.1421,23.3341,27.1383,25.5570,27.2396,26.1379,31.4074,22.9245,25.4115,24.6525,25.6405,23.9446,26.6131,23.7426
31,26.8086,21.1852,25.6295,24.1888,29.6361,25.8913,29.9940,26.5648,26.0689,22.1191,25.5108,24.7683,25.7286,24.6558,26.0090,23.2838,28.1489,26.0729,25.7803,23.6220,25.8598,23.4155,27.5136,25.6202,27.8770,26.1940,26.2297,23.0311,25.5137,24.6803,25.6904,24.0009,25.7466,23.8072
32,14.7919,20.9855,12.2399,23.8154,13.0948,25.4914,18.2302,26.3043,17.9078,21.9875,11.7735,24.3622,11.4775,24.2440,15.1956,23.0311,13.8008,25.6894,13.0935,23.2930,13.6824,23.1114,12.6973,25.2163,13.6366,25.8015,17.1418,22.8471,11.6028,24.2716,12.4322,23.6394,12.6687,23.4592
