Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
11,19.0842,11.6298,29.7630,15.5857,30.0550,19.3495,31.3190,24.0888,26.4379,14.6679,28.8794,16.4848,29.0347,16.7291,27.4127,14.8935,30.0270,20.5773,27.9318,15.1093,28.1819,15.2120,30.0715,19.0551,28.8476,22.2770,26.5301,14.5701,28.8310,16.5910,29.5509,15.3484,29.5788,15.3248
12,16.4456,12.0311,21.9846,16.1190,24.1064,19.7459,24.3425,24.1099,19.5660,15.0760,21.4834,16.9013,22.8616,17.2402,20.3747,15.3503,23.9790,20.8608,20.5384,15.5617,21.2454,15.7148,22.7899,19.3663,23.5687,22.3847,19.7845,15.0046,21.9739,17.0396,21.5356,15.8640,21.7710,15.8620
13,14.5320,12.2235,20.4482,16.4520,19.8670,19.7552,20.1729,23.8071,18.5745,15.3451,18.8045,17.0477,22.0479,17.6100,19.2618,15.6512,21.2267,20.8889,18.5209,15.7894,19.8376,16.0320,19.4554,19.3732,21.2173,22.2949,18.5648,15.2784,19.6624,17.2413,19.4050,16.1364,20.3176,16.2048
14,14.6107,12.3940,17.0848,16.4972,20.7865,19.8289,20.4132,23.5646,16.6358,15.4373,19.4608,17.2201,17.4928,17.6016,16.5507,15.7154,20.3857,20.8530,16.7203,15.8559,16.2458,16.0472,21.9691,19.5586,20.1605,22.1424,16.6390,15.3756,17.9124,17.2893,16.6670,16.1743,16.2828,16.2103
15,15.8363,12.6235,18.6252,16.6391,23.0503,20.0437,18.1090,23.2009,18.4578,15.6387,19.0313,17.3408,18.0821,17.6337,18.5047,15.9014,17.1933,20.6090,18.8040,16.0524,18.2758,16.1958,19.8059,19.5751,17.4653,21.8306,18.4913,15.5833,18.6172,17.3778,18.7144,16.3437,18.4249,16.3580
16,15.9205,12.8296,16.4098,16.6247,16.4856,19.8213,20.0127,23.0017,16.1242,15.6690,16.9317,17.3153,17.1877,17.6058,16.2719,15.9245,19.4529,20.5368,16.3436,16.0706,16.2730,16.2006,18.4208,19.5029,18.7996,21.6412,16.2694,15.6262,16.8306,17.3436,16.3747,16.3456,16.3140,16.3552
17,14.2889,12.9154,20.8517,16.8734,18.8662,19.7651,20.6410,22.8628,15.0658,15.6335,19.5118,17.4445,20.9759,17.8040,18.7225,16.0891,20.8062,20.5526,17.4363,16.1509,21.0936,16.4884,19.4422,19.4994,20.6645,21.5837,16.3495,15.6688,20.8386,17.5492,19.5496,16.5341,20.9824,16.6274
18,13.9130,12.9708,20.8686,17.0953,18.8651,19.7151,20.6349,22.7390,15.0656,15.6020,19.5211,17.5598,20.9837,17.9807,18.7202,16.2353,20.8115,20.5670,17.4379,16.2224,21.1143,16.7454,19.4469,19.4964,20.6627,21.5325,16.3681,15.7076,20.8477,17.7324,19.5568,16.7020,21.0006,16.8704
19,14.5237,13.0526,16.1827,17.0473,17.4427,19.5955,16.3717,22.4039,16.1233,15.6294,16.1215,17.4841,16.3140,17.8929,16.0423,16.2251,15.1935,20.2842,16.0208,16.2118,16.2143,16.7175,15.3642,19.2790,16.3977,21.2623,16.0785,15.7271,16.2667,17.6553,16.0798,16.6693,16.1965,16.8349
20,13.0378,13.0518,14.0655,16.8982,14.2196,19.3267,15.4846,22.0579,13.6424,15.5301,14.2538,17.3226,14.8742,17.7420,13.7795,16.1029,15.0616,20.0231,13.8526,16.0939,13.8498,16.5741,14.3246,19.0312,15.2864,20.9635,13.8202,15.6318,14.5707,17.5010,13.8503,16.5283,13.9742,16.6919
